InstanceId|Name|InstanceType|AvailabilityZone|VpcId|SubnetId|PrivateIpAddress|State|acc_id|Launch_date_Time|ImageId|Owner|CostCenter|ClarityID|Environment|APPType|OSType|BillingContact|InstanceState|Stack|ServerType|BackupID|SchedulerID|TerminationDate|Compliance|ExceptionList|ADJoined|CreationDate|ChargeID|SupportScope|Day2Operation|aws:cloudformation:logical-id|aws:cloudformation:stack-name|aws:autoscaling:groupName|aws:ec2:fleet-id|aws:ec2launchtemplate:id|aws:ec2launchtemplate:version|aws:eks:cluster-name|aws:elasticmapreduce:instance-group-role|aws:elasticmapreduce:job-flow-id|Component|RITM|ServiceNowCatalog|ServiceNowInstanceName|vmw:provisioning:blueprint|vmw:provisioning:blueprintResourceName|vmw:provisioning:blueprintVersion|vmw:provisioning:cloudZone|vmw:provisioning:constraints.placement|vmw:provisioning:deployment|vmw:provisioning:flavorMapping|vmw:provisioning:imageMapping|vmw:provisioning:org|vmw:provisioning:project|vmw:provisioning:requester|Purpose|SchedulerID-RITM
i-0662c0dafca7eb601|GLUSVN-SP913863|m6a.4xlarge|us-east-1c|vpc-0e66a16a|subnet-ec72e59a|10.180.121.95|running|128010802554|2023-11-18 19:47:54|ami-4e3a0734|Technology and Infrastructure Service|I430002123|046374|PRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|PEREZIS1|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_REQUESTED|null|null|null|YES|1/03/2022|null|TIS|UTC:18/11/23-19:41:13-BELAMAM1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0a9fbb854b1b3f8b3|GLUSVN-SP910898|m6a.4xlarge|us-east-1c|vpc-0e66a16a|subnet-ec72e59a|10.180.120.141|running|128010802554|2023-11-18 19:53:06|ami-4e3a0734|Technology and Infrastructure Service|I430002123|046374|PRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|PEREZIS1|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_APPLICABLE|null|null|null|YES|1/03/2022|null|TIS|UTC:18/11/23-19:41:13-BELAMAM1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0e651a922be9fdc05|GLUSVN-SP910835|m6a.2xlarge|us-east-1c|vpc-0e66a16a|subnet-ec72e59a|10.180.120.78|stopped|128010802554|2023-11-25 05:45:41|ami-01f5bba12063f653c|CIT|i430002422|050775|PRD|Amazon Elastic Compute Cloud/CentrifyY|windows/2016|FRANCRA1|null|null|null|EBS-AWSBKP-D-35_GMTmin5|SCH-NVS-WRKDAYS_GMTmin5|null|null|null|YES|01/17/2022|null|TIS|UTC:25/11/23-05:38:33-POTTISU1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|RITM5934561
i-0161f6e7fd9e258ac|GLUSVN-SP913765|m6a.4xlarge|us-east-1b|vpc-0e66a16a|subnet-f8892dd2|10.180.105.248|running|128010802554|2023-11-18 19:42:12|ami-4e3a0734|Technology Architecture and Digital|I430002123|046374|PRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7.9|WEISSSH3|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_REQUESTED|null|null|null|YES|03/08/2022|null|TIS|UTC:18/11/23-19:41:13-BELAMAM1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0ad9f3a3de0412945|GLUSVN-ST910755|r6a.16xlarge|us-east-1b|vpc-0e66a16a|subnet-74bfeb5f|10.180.96.249|running|128010802554|2023-11-01 14:11:18|ami-4e3a0734|Technology Architecture and Digital|20103760|050820|PPRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|GUPTAAJ6|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_REQUESTED|null|null|null|YES|03/08/2022|null|TIS|UTC:01/11/23-14:00:29-SOMASSO1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-076cb31c6edb47c11|GLUSVN-ST910551|r6a.2xlarge|us-east-1b|vpc-0e66a16a|subnet-74bfeb5f|10.180.96.45|running|128010802554|2023-11-01 13:56:53|ami-4e3a0734|Technology Architecture and Digital|20103760|050820|PPRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|GUPTAAJ6|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_REQUESTED|null|null|null|YES|03/08/2022|null|TIS|UTC:01/11/23-13:35:11-DASHAS5-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0d91e93d80d08aef7|GLUSVN-ST910664|r6a.2xlarge|us-east-1b|vpc-0e66a16a|subnet-74bfeb5f|10.180.96.158|running|128010802554|2023-11-01 14:34:31|ami-4e3a0734|Technology Architecture and Digital|20103760|050820|PPRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|GUPTAAJ6|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_REQUESTED|null|null|null|YES|03/09/2022|null|TIS|UTC:01/11/23-13:35:11-DASHAS5-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0b41b000b866599fa|GLUSVN-ST910533|r6a.2xlarge|us-east-1b|vpc-0e66a16a|subnet-74bfeb5f|10.180.96.27|running|128010802554|2023-11-01 14:28:34|ami-4e3a0734|Technology Architecture and Digital|20103760|050820|PPRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|GUPTAAJ6|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_REQUESTED|null|null|null|YES|03/09/2022|null|TIS|UTC:01/11/23-13:35:11-DASHAS5-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0c19333f2d67541f1|GLUSVN-ST913620|r6a.4xlarge|us-east-1b|vpc-0e66a16a|subnet-74bfeb5f|10.180.97.103|running|128010802554|2023-11-01 14:50:04|ami-4e3a0734|Technology Architecture and Digital|20103760|050820|PPRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|GUPTAAJ6|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_REQUESTED|null|null|null|YES|03/09/2022|null|TIS|UTC:01/11/23-14:28:06-POTTISU1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-06af89d04c27b3e79|GLUSVN-SP910648|r6a.2xlarge|us-east-1b|vpc-0e66a16a|subnet-f8892dd2|10.180.104.142|running|128010802554|2023-11-25 11:03:21|ami-4e3a0734|Technology and Infrastructure Service|1-42165.1.01|050820|PRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|SUNDASH6|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_APPLICABLE|null|null|null|YES|03/13/2022|null|TIS|UTC:25/11/23-10:49:01-PALAJ1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0776dfdee093c73b1|GLUSVN-SP910749|r6a.4xlarge|us-east-1b|vpc-0e66a16a|subnet-f8892dd2|10.180.104.243|running|128010802554|2023-11-25 10:16:18|ami-4e3a0734|Technology and Infrastructure Service|1-42165.1.01|050820|PRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|SUNDASH6|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_APPLICABLE|null|null|null|YES|03/13/2022|null|TIS|UTC:25/11/23-10:07:08-POTTISU1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0701438af7966cb00|GLUSVN-SP910523|r6a.2xlarge|us-east-1b|vpc-0e66a16a|subnet-f8892dd2|10.180.104.17|running|128010802554|2023-11-25 10:50:00|ami-4e3a0734|Technology and Infrastructure Service|1-42165.1.01|050820|PRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|SUNDASH6|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_APPLICABLE|null|null|null|YES|03/13/2022|null|TIS|UTC:25/11/23-10:49:01-PALAJ1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0f7c96ed071835dde|GLUSVN-SP913704|r6a.2xlarge|us-east-1b|vpc-0e66a16a|subnet-f8892dd2|10.180.105.187|running|128010802554|2023-11-25 10:12:55|ami-4e3a0734|Technology and Infrastructure Service|1-42165.1.01|050820|PRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|SUNDASH6|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_APPLICABLE|null|null|null|YES|03/13/2022|null|TIS|UTC:25/11/23-09:57:34-POTTISU1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0def7cafd8acb8c98|GLUSVN-SP913657|r6a.16xlarge|us-east-1b|vpc-0e66a16a|subnet-f8892dd2|10.180.105.140|running|128010802554|2023-11-25 10:07:44|ami-4e3a0734|Technology and Infrastructure Service|1-42165.1.01|050820|PRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|SUNDASH6|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_APPLICABLE|null|null||YES|3/13/2022|null|TIS|UTC:25/11/23-10:05:45-PALAJ1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-09e259958fe92a561|GLUSVN-SP910759/ASG/ASG-AEBRAIN-CLUSTER-USNV-PRD01-004|m5.xlarge|us-east-1b|vpc-0e66a16a|subnet-f8892dd2|10.180.104.253|running|128010802554|2022-05-23 11:15:48|ami-092d99a37cf9602fa|NARAYSU3|868527|045448|PRD|ECSCluster|amazonlinux/2|STARIGR2|null|null|null|null|null|null|N|null|null|null|null|null|null|AEBRAINECSAutoScalingGroup2|AEBRAIN-ECS-NVSGISRSA-CLUSTER-USNV-PRD01-003|ASG-AEBRAIN-CLUSTER-USNV-PRD01-004|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-020ba3408f2dd9b08|GLUSVN-ST913736|c6a.4xlarge|us-east-1b|vpc-0e66a16a|subnet-74bfeb5f|10.180.97.219|stopped|128010802554|2024-08-19 05:49:17|ami-4e3a0734|Technology Architecture and Digital|1-42165.1.01|050495|TST|Amazon Elastic Compute Cloud/CentrifyY|redhat/7.9|RAJAMRA1|null|null|null|EC2-AWSBKP-D-35_GMTmin5|SCH-NVS-WRKDAYS_GMTmin5|null|null|null|YES|05/26/2022|null|TIS|UTC:10/03/24-04:06:32-KARRIRA3-start-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|RITM7276615
i-0b57778d170a335c3|GLUSVN-ST910616|c6a.4xlarge|us-east-1b|vpc-0e66a16a|subnet-74bfeb5f|10.180.96.110|stopped|128010802554|2024-08-19 05:49:26|ami-4e3a0734|Technology Architecture and Digital|1-42165.1.01|050495|TST|Amazon Elastic Compute Cloud/CentrifyY|redhat/7.9|RAJAMRA1|null|null|null|EC2-AWSBKP-D-35_GMTmin5|SCH-NVS-WRKDAYS_GMTmin5|null|null|null|YES|05/26/2022|null|TIS|UTC:10/03/24-04:06:32-KARRIRA3-start-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|RITM7276615
i-00ca9a66ff2ecec04|GLUSVN-SP910631/ASG/ASG-GLASSBOX-ECSCLUSTER-USNV-PRD01-031|r5a.2xlarge|us-east-1b|vpc-0e66a16a|subnet-f8892dd2|10.180.104.125|running|128010802554|2022-06-14 11:30:20|ami-092d99a37cf9602fa|Commercial IT|430000474|046074|PRD|ASG|amazonlinux/2|KUMARR1U|null|null|null|null|null|null|N|null|null|null|null|null|null|ECSAutoScalingGroup|GLASSBOX-ECS-NVSGISRSA-CLUSTER-USNV-PRD01-031|ASG-GLASSBOX-ECSCLUSTER-USNV-PRD01-031|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0d2a54bba99c84382|GLUSVN-SP910654|c6a.8xlarge|us-east-1b|vpc-0e66a16a|subnet-f8892dd2|10.180.104.148|running|128010802554|2023-12-01 11:34:52|ami-4e3a0734|Technology Architecture and Digital|1-42165.1.01|050495|PRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7.9|RAJAMRA1|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_REQUESTED|null|null|null|YES|06/16/2022|null|TIS|UTC:01/12/23-11:28:10-AVALO1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0cc7e284daaef6576|GLUSVN-SP913563|c6a.8xlarge|us-east-1b|vpc-0e66a16a|subnet-f8892dd2|10.180.105.46|running|128010802554|2023-12-01 11:29:24|ami-4e3a0734|Technology Architecture and Digital|1-42165.1.01|050495|PRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7.9|RAJAMRA1|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_REQUESTED|null|null|null|YES|06/16/2022|null|TIS|UTC:01/12/23-11:28:10-AVALO1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0af745d63002f0b4e|GLUSVN-SP913662|m6a.8xlarge|us-east-1b|vpc-0e66a16a|subnet-f8892dd2|10.180.105.145|running|128010802554|2024-06-17 07:17:52|ami-4e3a0734|Technology Architecture and Digital|I430002123|046374|PRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|PEREZIS1|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_REQUESTED|null|null|null|YES|06/23/2022|null|TIS|UTC:17/06/24-07:17:13-PAWARUM1-restart-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-07e3180e5b3af2ecf|GLUSVN-SP913759|m6a.8xlarge|us-east-1b|vpc-0e66a16a|subnet-f8892dd2|10.180.105.242|running|128010802554|2024-06-17 07:18:42|ami-4e3a0734|Technology Architecture and Digital|I430002123|046374|PRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|PEREZIS1|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_REQUESTED|null|null|null|YES|06/23/2022|null|TIS|UTC:17/06/24-07:17:03-PAWARUM1-restart-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-06bfeb5f8954e5c35|GLUSVN-SP913531|m5.8xlarge|us-east-1b|vpc-0e66a16a|subnet-f8892dd2|10.180.105.14|running|128010802554|2022-07-15 20:47:31|ami-4e3a0734|Technology Architecture and Digital|1-42165.1.01|050495|PRD|Amazon Elastic Cloud Compute/CentrifyY|redhat/7.9|RAJAMRA1|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_REQUESTED|null|null|null|YES|07/16/2022|null|TIS|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-042093a3cd0090e23|ASG-GLASSBOX-APP-USNV-PRD-10|t2.medium|us-east-1b|vpc-0e66a16a|subnet-fb892dd1|10.180.28.196|running|128010802554|2022-07-19 15:41:20|ami-0a98bfb71267a86ef|CommercialIT|430000474|050495|PRD|ASG|amazonlinux/2|KUMARR1U|null|null|null|null|null|null|N|null|null|null|null|null|null|NodeGroup|GLASSBOX-EKS-NVSGISRSA-DATALAB-USNV-PRD01-054|ASG-GLASSBOX-APP-USNV-PRD-10|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0f4463b05f69787ec|GLUSVN-SP910582|r5ad.8xlarge|us-east-1b|vpc-0e66a16a|subnet-f8892dd2|10.180.104.76|running|128010802554|2023-07-21 13:06:25|ami-02036491355d721d2|Commercial IT|430000474|046074|PRD|Amazon Elastic Compute Cloud|windows/2016|KUMARR1U|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_APPLICABLE|null|null|null|YES|07/31/2022|null|TIS|UTC:21/07/23-13:05:26-SHUKLAN8-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0e94f1acf8731371d|GLUSVN-ST913596|t3a.small|us-east-1b|vpc-0e66a16a|subnet-74bfeb5f|10.180.97.79|running|128010802554|2024-08-26 05:50:20|ami-01f5bba12063f653c|CIT|430002751|050363|PPRD|Hadoop/CentrifyY|windows/2016|GONZAPA1|null|null|null|EBS-AWSBKP-D-35_GMTmin5|SCH-NVS-WRKDAYS_GMTmin5|null|null|null|YES|8/10/2022|null|TIS|UTC:09/12/23-07:08:39-AVALO1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|RITM5907101
i-066eb550f7d21b9de|GLUSVN-SP910819|r6a.16xlarge|us-east-1c|vpc-0e66a16a|subnet-ec72e59a|10.180.120.62|running|128010802554|2023-11-25 09:39:53|ami-4e3a0734|Technology and Infrastructure Service|1-42165.1.01|050820|PRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|SUNDASH6|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_APPLICABLE|null|null|null|YES|1/3/2022|null|TIS|UTC:25/11/23-09:37:55-PALAJ1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0f2c1d6825bc529cc|GLUSVN-SP910863|r6a.xlarge|us-east-1c|vpc-0e66a16a|subnet-ec72e59a|10.180.120.106|running|128010802554|2023-11-25 10:30:29|ami-4e3a0734|Technology Architecture and Digital|1-42165.1.01|050820|PRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|SUNDASH6|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_APPLICABLE|null|null|null|YES|1/3/2022|null|TIS|UTC:25/11/23-10:29:00-POTTISU1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-04cb001e4552f289d|GLUSVN-SP913774|r6a.2xlarge|us-east-1c|vpc-0e66a16a|subnet-ec72e59a|10.180.121.6|running|128010802554|2023-11-25 11:09:17|ami-4e3a0734|Technology Architecture and Digital|1-42165.1.01|050820|PRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|SUNDASH6|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_APPLICABLE|null|null|null|YES|1/3/2022|null|TIS|UTC:25/11/23-10:49:01-PALAJ1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-051cdb7b2c53e1cf4|GLUSVN-SP914006|r6a.2xlarge|us-east-1c|vpc-0e66a16a|subnet-ec72e59a|10.180.121.238|running|128010802554|2023-11-25 09:59:17|ami-4e3a0734|Technology Architecture and Digital|1-42165.1.01|050820|PRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|SUNDASH6|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_APPLICABLE|null|null|null|YES|1/3/2022|null|TIS|UTC:25/11/23-09:57:34-POTTISU1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-084ff170efd785de0|GLUSVN-SP913977|r6a.2xlarge|us-east-1c|vpc-0e66a16a|subnet-ec72e59a|10.180.121.209|running|128010802554|2023-11-25 10:56:41|ami-4e3a0734|Technology Architecture and Digital|1-42165.1.01|050820|PRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|SUNDASH6|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_APPLICABLE|null|null|null|YES|1/3/2022|null|TIS|UTC:25/11/23-10:49:01-PALAJ1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0e7e53ba5de132529|GLUSVN-SP910906|r6a.2xlarge|us-east-1c|vpc-0e66a16a|subnet-ec72e59a|10.180.120.149|running|128010802554|2023-11-25 10:06:14|ami-4e3a0734|Technology and Infrastructure Service|1-42165.1.01|050820|PRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|SUNDASH6|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_APPLICABLE|null|null|null|YES|1/3/2022|null|TIS|UTC:25/11/23-09:57:34-POTTISU1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-023307d71f93997c5|GLUSVN-SP913982|r6a.4xlarge|us-east-1c|vpc-0e66a16a|subnet-ec72e59a|10.180.121.214|running|128010802554|2023-11-25 10:09:07|ami-4e3a0734|Technology and Infrastructure Service|1-42165.1.01|050820|PRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|SUNDASH6|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_APPLICABLE|null|null|null|YES|1/3/2022|null|TIS|UTC:25/11/23-10:07:08-POTTISU1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-06280e2a8992c374f|GLUSVN-SP913889/ASG/ASG-AEBRAIN-CLUSTER-USNV-PRD01-004|m5.xlarge|us-east-1c|vpc-0e66a16a|subnet-ec72e59a|10.180.121.121|running|128010802554|2022-05-23 11:15:48|ami-092d99a37cf9602fa|NARAYSU3|868527|045448|PRD|ECSCluster|amazonlinux/2|STARIGR2|null|null|null|null|null|null|N|null|null|null|null|null|null|AEBRAINECSAutoScalingGroup2|AEBRAIN-ECS-NVSGISRSA-CLUSTER-USNV-PRD01-003|ASG-AEBRAIN-CLUSTER-USNV-PRD01-004|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-04af81aab5002ac63|GLUSVN-SP910879/ASG/ASG-AEBRAIN-CLUSTER-USNV-PRD01-003|m5.4xlarge|us-east-1c|vpc-0e66a16a|subnet-ec72e59a|10.180.120.122|running|128010802554|2022-05-23 11:42:45|ami-092d99a37cf9602fa|NARAYSU3|868527|045448|PRD|ECSCluster|amazonlinux/2|STARIGR2|null|null|null|null|null|null|N|null|null|null|null|null|null|AEBRAINECSAutoScalingGroup|AEBRAIN-ECS-NVSGISRSA-CLUSTER-USNV-PRD01-003|ASG-AEBRAIN-CLUSTER-USNV-PRD01-003|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-027d4d30b525b4193|GLUSVN-ST910847|c6a.4xlarge|us-east-1c|vpc-0e66a16a|subnet-983e31ef|10.180.112.90|stopped|128010802554|2024-08-19 05:49:43|ami-4e3a0734|Technology Architecture and Digital|1-42165.1.01|050495|TST|Amazon Elastic Compute Cloud/CentrifyY|redhat/7.9|RAJAMRA1|null|null|null|EC2-AWSBKP-D-35_GMTmin5|SCH-NVS-WRKDAYS_GMTmin5|null|null|null|YES|05/26/2022|null|TIS|UTC:24/11/23-11:05:52-POTTISU1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|RITM7276615
i-027db83f6110b9a6d|GLUSVN-SP913800/ASG/ASG-GLASSBOX-ECSCLUSTER-USNV-PRD01-031|r5a.2xlarge|us-east-1c|vpc-0e66a16a|subnet-ec72e59a|10.180.121.32|running|128010802554|2022-06-14 11:30:20|ami-092d99a37cf9602fa|Commercial IT|430000474|046074|PRD|ASG|amazonlinux/2|KUMARR1U|null|null|null|null|null|null|N|null|null|null|null|null|null|ECSAutoScalingGroup|GLASSBOX-ECS-NVSGISRSA-CLUSTER-USNV-PRD01-031|ASG-GLASSBOX-ECSCLUSTER-USNV-PRD01-031|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0aecfd230cea98e68|GLUSVN-SP910901/ASG/ASG-GLASSBOX-ECSCLUSTER-USNV-PRD01-031|r5a.2xlarge|us-east-1c|vpc-0e66a16a|subnet-ec72e59a|10.180.120.144|running|128010802554|2022-06-14 11:30:20|ami-092d99a37cf9602fa|Commercial IT|430000474|046074|PRD|ASG|amazonlinux/2|KUMARR1U|null|null|null|null|null|null|N|null|null|null|null|null|null|ECSAutoScalingGroup|GLASSBOX-ECS-NVSGISRSA-CLUSTER-USNV-PRD01-031|ASG-GLASSBOX-ECSCLUSTER-USNV-PRD01-031|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-08b519a7132b8abcd|GLUSVN-SP913959|c6a.8xlarge|us-east-1c|vpc-0e66a16a|subnet-ec72e59a|10.180.121.191|running|128010802554|2023-12-01 11:18:10|ami-4e3a0734|Technology Architecture and Digital|1-42165.1.01|050495|PRD|Amazon Elastic Compute Cloud/CentrifyY |redhat/7.9|RAJAMRA1|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_REQUESTED|null|null|null|YES|06/16/2022|null|TIS|UTC:01/12/23-11:16:56-AVALO1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0ddab14d44cf13304|GLUSVN-SP910809|m6a.8xlarge|us-east-1c|vpc-0e66a16a|subnet-ec72e59a|10.180.120.52|running|128010802554|2024-06-17 07:18:02|ami-4e3a0734|Technology Architecture and Digital|I430002123|046374|PRD|Amazon Elastic Compute Cloud/CentrifyY|redhat/7|PEREZIS1|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_REQUESTED|null|null|null|YES|06/23/2022|null|TIS|UTC:17/06/24-07:17:08-PAWARUM1-restart-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
i-0edb440bfcf4251d5|GLUSVN-ST913795|m6a.large|us-east-1c|vpc-0e66a16a|subnet-983e31ef|10.180.113.27|running|128010802554|2023-11-04 06:14:30|ami-4e3a0734|CIT|430000474|046074|PPRD|Hadoop/CentrifyY|redhat/7|KHANAR5|null|null|null|EBS-AWSBKP-D-35_GMTmin5|NOT_REQUESTED|null|null|null|YES|7/05/2022|null|TIS|UTC:04/11/23-06:00:09-POTTISU1-changeInstanceType-Using-Jenkins-Job|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
